Código,Unidade Curricular,Cursos,Tipo,Época,Nome,Requer inscrição prévia,Período de Inscrição,Data,Salas,Estado de pedido de sala,Capacidade Salas,Nº alunos previsto,Lugares
04192,Aplicações de Sistemas Integrados de Apoio à Decisão,0312 - CIISTA,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/21 11:30 - 14:30,,,0,28,-28
00121,Cognição e Emoção,0218 - MCE,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/09 18:30 - 21:30,,,0,33,-33
L5014,Economia da Organização Industrial,9081 - LE,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/05 11:30 - 14:30,,,0,77,-77
01880,Concepção da Pesquisa I,0114 - DGest,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/12/02 10:00 - 12:00,,,0,20,-20
03332,"Diásporas Africanas, Migrações e Direitos",014 - MEA,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 15:00 - 18:00,,,0,62,-62
L5001,Métodos e Áreas de Aplicação da Psicologia,9219 - LP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/04 08:00 - 11:00,,,0,121,-121
00953,"Gestão de Recursos Humanos (Pg, Ge)",BPG018 - GE,Projecto,Época Normal,Trabalho,Não,-,2022/11/12 18:00 - 2022/11/22 18:30,,,0,0,0
02016,Ambiente e Sociedade,0116 - MEAS,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/04 18:30 - 21:30,,,0,43,-43
03630,Estratégia e Reporte,0325 - MAG,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/09 15:00 - 18:00,,,0,39,-39
03722,Probabilidades e Processos Estocásticos,"9119 - LEI, 9885 - LEI-PL",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 08:00 - 11:00,,,0,161,-161
L0287,Econometria II,9081 - LE,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 15:00 - 18:00,,,0,81,-81
L2245,Arquitectura III,9257 - MIA,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/25 08:00 - 11:00,,,0,56,-56
00894,Gestão de Serviços A Clientes,027 - MGHT,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/12/09 08:00 - 11:00,,,0,33,-33
03584,Fundamentos de Álgebra Linear,"0322 - LCD, 0324 - LCD-PL",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/20 09:00 - 12:00,,,0,123,-123
M8557,Métodos Quantitativos Aplicados ao Marketing,B55 - MM,Exame,Época Especial,Época Especial | Special Season,Não,-,2023/07/18 17:00 - 20:00,,Novo,0,10,-10
L5214,História da Psicologia,9219 - LP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/17 08:00 - 11:00,,,0,92,-92
L5020,Economia da Inovação e do Conhecimento,"0311 - CIECSH, 0394 - LPES",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 15:00 - 18:00,,,0,34,-34
01150,Métodos e Técnicas Quantitativas para Economia,6421 - MEEC,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 18:30 - 21:30,,,0,37,-37
03703,Cálculo I,"9098 - LETI, 9119 - LEI, 9885 - LEI-PL",Exame,Época Especial,Exame Época Especial,Não,-,2023/07/11 08:00 - 11:00,AA3.40,Resolvido,15,6,9
03646,Métodos de Estudo de Caso em Economia Política,0326 - EP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/04 15:00 - 18:00,,,0,24,-24
03680,Desenho de Projeto para Ciência de Dados,0329 - MCD,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/12 18:30 - 21:30,,,0,30,-30
03347,Modelação e Implementação de Processos,039 - MIG,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 18:30 - 21:30,,,0,57,-57
03629,Análise de Dados Não Estruturados,0325 - MAG,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/12/07 15:00 - 18:00,,,0,39,-39
03588,Tópicos de Matemática I,"0322 - LCD, 0324 - LCD-PL",Exame,Época Especial,Exame época especial,Não,-,2023/07/11 09:00 - 12:00,,Novo,0,129,-129
M8536,Marketing Global,B42 - MGI,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/20 18:00 - 21:00,,,0,44,-44
M8062,Instituições nas Sociedades Contemporâneas,B30 - MS,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/03 18:30 - 21:30,,,0,103,-103
M2712,Fiscalidade Empresarial,B27 - MC,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/10/24 15:00 - 18:00,,,0,0,0
L0404,Diagnóstico e Mudança Organizacional,9157 - LGRH,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 15:00 - 18:00,,,0,59,-59
02878,Ambientes de Trabalho Saudáveis,0219 - MGRHCO,Exame,Época Especial,Special Evaluation Season | Época Especial,Não,-,2023/07/11 18:00 - 21:00,,Novo,0,84,-84
L5080,Leituras Etnográficas,9448 - LA,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 11:30 - 14:30,,,0,25,-25
00107,Gestão de Tecnologias de Informação e do Conhecimento,"0110 - PGIAO, B15 - MGSI",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 18:30 - 21:30,,,0,59,-59
L0882,Colonialismo e Descolonização na Época Contemporânea,9927 - LHMC,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/09 11:30 - 14:30,,,0,39,-39
03114,Economia do Empreendedorismo,0313 - CIIBS,Exame,2.ª Época,Época de Recurso,Não,-,2023/01/27 18:30 - 21:30,,,0,0,0
00867,Marketing (Pg),BPG013 - DE,Teste,Época Normal,Teste de Avaliação,Não,-,2022/10/21 19:00 - 21:00,,,0,38,-38
02136,Recursos Humanos na Administração Pública,0310 - CIESPP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/03 11:30 - 14:30,,,0,42,-42
01811,Seminário de Investigação em Gestão de Serviços e Tecnologia,064 - MGST,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2022/12/21 15:00 - 18:00,,,0,31,-31
M2601,Economia para Gestores,B16 - MGE,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/12/14 15:00 - 18:00,,,0,72,-72
00676,Organização Pessoal e Gestão do Tempo,CT01 - CT,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 08:00 - 11:00,,,0,91,-91
03508,História e Teoria das Relações Internacionais,0186 - MEInt,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/09 18:30 - 21:30,,,0,102,-102
03279,Economia e Poder em África (1c),0310 - CIESPP,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 08:00 - 11:00,,,0,4,-4
00629,Programas de Intervenção Social,0210 - MPCPCJR,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/04 15:00 - 18:00,,,0,40,-40
01718,Dinâmicas Sociais da Internet,"B01 - MCCTI, 0277 - GNM",Exame,1.ª Época,1.ª Época - Trabalho Individual,Não,-,2023/01/12 00:00 - 23:59,,,0,131,-131
03717,Armazenamento de Dados em Ambientes distribuídos,B103 - METI,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/18 18:30 - 21:30,,,0,48,-48
01996,Teorias e Práticas do Desenvolvimento,"0381 - PGDCom, 0115 - MED",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 18:30 - 21:30,,,0,58,-58
01785,Seminário de Investigação em Contabilidade,B27 - MC,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2022/11/12 11:30 - 14:30,,,0,31,-31
L6095,Arquitectura V,9257 - MIA,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 08:00 - 11:00,,,0,67,-67
01720,Teorias em Média e Comunicação,B01 - MCCTI,Exame,1.ª Época,1.ª Época - Trabalho individual,Não,-,2023/01/03 00:00 - 23:59,,,0,90,-90
L5068,Mapas Etnográficos 1: Américas e África,9448 - LA,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/11 15:00 - 18:00,,,0,40,-40
M8589,Direito das Sociedades Comerciais I,0239 - MDET,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/28 11:30 - 14:30,,,0,57,-57
L6105,Análise de Dados em Ciências Sociais: Modelos de Dependência,"9240 - LS, 8109 - LS-PL",Avaliação Contínua,Época Normal,2º Teste Escrito,Não,-,2022/12/06 18:00 - 21:00,,Novo,0,107,-107
01113,Análise de Dados para Business Intelligence,B57 - MSIAD,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/02 18:30 - 21:30,,,0,38,-38
04287,Contabilidade de Grupos Avançada,0380 - CCG,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/11 11:30 - 14:30,,,0,37,-37
01726,"Recepção, Fruição e Públicos da Cultura","B01 - MCCTI, 0177 - MEECult, 0321 - MEGC",Exame,1.ª Época,1ª Época - Trabalho individual,Não,-,2023/01/06 00:00 - 23:59,,,0,78,-78
03708,Arquitetura de Redes,"9098 - LETI, 9119 - LEI, 9885 - LEI-PL, 9189 - LIGE, 8366 - LIGE-PL",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/03 08:00 - 11:00,,,0,346,-346
M8217,Psicologia Organizacional,0313 - CIIBS,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 11:30 - 14:30,,,0,45,-45
01409,Paradigmas e Modelos de Investigação em Serviço Social,075 - DSS,Exame,1.ª Época,Entrega de trabalho,Não,-,2023/01/27 18:30 - 21:30,,,0,13,-13
03746,Laboratório de Internet das Coisas,0312 - CIISTA,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/05 18:30 - 21:30,,,0,44,-44
00831,Laboratório de Elaboração de Projectos em Sociologia,"9240 - LS, 8109 - LS-PL",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/16 08:00 - 11:00,,,0,101,-101
M8470,Análise da Informação Contabilística,B27 - MC,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/11 11:30 - 14:30,,,0,1,-1
03585,"Dados na Ciência, Gestão e Sociedade","0322 - LCD, 0324 - LCD-PL",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/18 09:00 - 12:00,,,0,115,-115
01733,Debates e Controvérsias Contemporâneas em Ciência Política,082 - DCP,Exame,1.ª Época,Entrega de trabalho final - 2.º Semestre,Não,-,2023/06/28 18:30 - 21:30,,,0,16,-16
03289,Mandarim e Cultura Chinesa,CT01 - CT,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 11:30 - 14:30,,,0,52,-52
03631,Gestão de Bases de Dados,0325 - MAG,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/12 15:00 - 18:00,,,0,42,-42
L2001,Teoria dos Circuitos,9098 - LETI,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/16 08:00 - 11:00,,,0,73,-73
00670,Língua Espanhola,CT01 - CT,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/13 11:30 - 13:00,,,0,54,-54
M0751,História de África (Mea),014 - MEA,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/06 15:00 - 18:00,,,0,46,-46
L0881,História da Expansão Portuguesa,9927 - LHMC,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 11:30 - 14:30,,,0,72,-72
03642,Economia Política Internacional,0326 - EP,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 18:30 - 21:30,,,0,38,-38
03604,Análise de Redes (1ciclo),"0322 - LCD, 0324 - LCD-PL",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/13 18:00 - 21:00,,,0,78,-78
03444,Turismo Electrónico,"0379 - TourDC, 027 - MGHT",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/13 08:00 - 11:00,,,0,28,-28
L0641,"Fusões, Aquisições e Avaliação de Empresas",0313 - CIIBS,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/19 11:30 - 14:30,,,0,58,-58
L5037,Gestão Logística,L030 - LGIL,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 11:30 - 14:30,,,0,39,-39
04037,Pesquisa / Elaboração de Projeto em Antropologia 1,B121 - MA,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/09 18:30 - 21:30,,,0,9,-9
00893,Marketing Estratégico em Hotelaria e Turismo,027 - MGHT,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/10 08:00 - 11:00,,,0,31,-31
04005,Seminário em Ciência Política e Relações Internacionais,082 - DCP,Exame,1.ª Época,Entrega de trabalho final - 1.º Semestre,Não,-,2023/01/28 18:30 - 21:30,,,0,17,-17
01073,Finanças em Tempo Contínuo,5563 - DF,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/09 17:30 - 20:30,,,0,3,-3
L5070,Práticas de Trabalho Universitário,9448 - LA,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/04 15:00 - 18:00,,,0,51,-51
03778,Tomada de Decisão Baseada em Dados,B57 - MSIAD,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/18 18:30 - 21:30,,,0,43,-43
02021,Direito e Regulação do Ambiente,0116 - MEAS,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 18:30 - 21:30,,,0,40,-40
03065,Seminário sobre Temas de Direito das Empresas (Mdet),0239 - MDET,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 18:30 - 21:30,,,0,18,-18
03985,Gestão de Marketing para Executivos,0339 - MGA,Projecto,Época Normal,Group Work,Não,-,2022/10/10 18:30 - 2022/10/26 19:00,,,0,19,-19
01287,Análise da Performance Financeira,0314 - PGGPP,Teste,Época Normal,Teste de Avaliação,Não,-,2023/01/05 19:00 - 21:00,,,0,52,-52
M4208,E-Business,B42 - MGI,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/12/05 18:00 - 21:00,,,0,43,-43
01720,Teorias em Média e Comunicação,B01 - MCCTI,Exame,2.ª Época,2.ª Época - Trabalho individual,Não,-,2023/01/23 00:00 - 23:59,,,0,90,-90
02216,Sociologia Económica,"9081 - LE, 0394 - LPES",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/04 08:00 - 11:00,,,0,27,-27
M8211,Psicologia Social da Saúde,0311 - CIECSH,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 11:30 - 14:30,,,0,44,-44
02817,Avaliação Psicológica da Criança e do Adulto,0210 - MPCPCJR,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/09 15:00 - 18:00,,,0,44,-44
04288,Seminário de Investigação em Gestão de Serviços de Saúde (3ects),B23 - MGSS,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/12/16 11:30 - 14:30,,,0,33,-33
03708,Arquitetura de Redes,"9098 - LETI, 9119 - LEI, 9885 - LEI-PL, 9189 - LIGE, 8366 - LIGE-PL",Exame,Época Especial,Exame Época Especial,Não,-,2023/07/11 08:00 - 11:00,,Resolvido,0,346,-346
L6046,Gestão de Activos Financeiros,8029 - LFC,Avaliação Contínua,Época Normal,Teste Final,Não,-,2022/12/09 14:30 - 16:30,Auditório B1.04,Resolvido,96,71,25
M8488,Contabilidade Avançada,B113 - MG,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/10/25 11:30 - 14:30,,,0,183,-183
04036,Migrações Contemporâneas,B121 - MA,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 18:30 - 21:30,,,0,36,-36
01017,Planeamento e Desenvolvimento de Competências,0311 - CIECSH,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/06 18:30 - 21:30,,,0,38,-38
L0782,Introdução à Programação,"9098 - LETI, 9119 - LEI, 9885 - LEI-PL, 9189 - LIGE, 8366 - LIGE-PL",Exame,Época Especial,Exame - Época Especial,Não,-,2023/07/10 08:00 - 11:00,,,0,404,-404
00205,Comércio e Investimento Internacional,0313 - CIIBS,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/10/17 08:00 - 11:00,,,0,0,0
03355,Laboratório de Comunicações Ópticas,0312 - CIISTA,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/20 18:30 - 21:30,,,0,7,-7
03253,Análise de Dados em Ciências Sociais (1c),9927 - LHMC,Exame,1.ª Época,Exame - 1.ª Época (3) ,Não,-,2023/01/04 08:00 - 11:00,,,0,62,-62
02056,"Israel/Palestina: História, Antropologia, Política",0311 - CIECSH,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/18 15:00 - 18:00,,,0,51,-51
L5033,Empreendedorismo,9147 - LG,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 15:00 - 18:00,,,0,343,-343
03347,Modelação e Implementação de Processos,039 - MIG,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/18 18:30 - 21:30,,,0,57,-57
03752,Fundamentos de Sinais e Sistemas,9098 - LETI,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/11 08:00 - 11:00,,,0,74,-74
L5200,Psicologia Social,9219 - LP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/16 08:00 - 11:00,,,0,125,-125
03666,Políticas e Instituições do Sistema de Educação e Formação,0328 - DPAGE,Exame,1.ª Época,Entrega de trabalho,Não,-,2023/01/18 18:30 - 21:30,,,0,14,-14
01784,Planeamento e Inovação em Marketing,B113 - MG,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/12/09 08:00 - 11:00,,,0,185,-185
03572,"Estratégia, Portfolio e Programas",0314 - PGGPP,Teste,Época Normal,Teste de Avaliação,Não,-,2023/02/23 19:00 - 21:00,,,0,52,-52
02124,Gestão Cultural,"0177 - MEECult, 0321 - MEGC, 0176 - MMA",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/09 15:00 - 18:00,,,0,79,-79
01734,Relações Internacionais na Época Contemporânea,082 - DCP,Exame,1.ª Época,Entrega de trabalho final - 2.º Semestre,Não,-,2023/06/29 18:30 - 21:30,,,0,15,-15
03836,Urbanismo II,9257 - MIA,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/04 08:00 - 11:00,,,0,60,-60
L0307,Direito Económico,9081 - LE,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/04 08:00 - 11:00,,,0,52,-52
L5032,Finanças de Empresa,9147 - LG,Avaliação Contínua,Época Normal,Teste Intercalar,Não,-,2022/11/02 14:30 - 16:30,"Auditório B1.03, Auditório B2.04, Auditório 1NE03 - JJ Laginha",Resolvido,345,200,145
02878,Ambientes de Trabalho Saudáveis,0219 - MGRHCO,Exame,1.ª Época,1st Sitting | 1ª Época,Não,-,2022/12/16 08:00 - 11:00,,Resolvido,0,84,-84
L5128,Sociologia da Cultura,0310 - CIESPP,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 15:00 - 18:00,,,0,48,-48
L6099,Laboratório de Pesquisa Observacional,"9240 - LS, 8109 - LS-PL",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/12 08:00 - 11:00,,,0,85,-85
04005,Seminário em Ciência Política e Relações Internacionais,082 - DCP,Exame,1.ª Época,Entrega de trabalho - 1.º Semestre (2.º Prazo),Não,-,2023/01/28 18:30 - 21:30,,,0,17,-17
03639,Leituras em Economia Política,0326 - EP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/04 15:00 - 18:00,,,0,36,-36
04033,Teoria Antropológica: Explicação e Interpretação,B121 - MA,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 18:30 - 21:30,,,0,33,-33
03640,A Constituição Social da Economia,0326 - EP,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 18:30 - 21:30,,,0,39,-39
00893,Marketing Estratégico em Hotelaria e Turismo,027 - MGHT,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/12/16 08:00 - 11:00,,,0,31,-31
00774,Inventário e Interpretação Patrimonial,"0310 - CIESPP, 0177 - MEECult, 0321 - MEGC",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 15:00 - 18:00,,,0,31,-31
L5081,"Relações: Géneros, Famílias, Parentesco",9448 - LA,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/03 11:30 - 14:30,,,0,39,-39
03786,Seminário de Investigação em Psicologia - Temas Aprofundados (2020),B406 - DP,Exame,1.ª Época,Exame - 1.ª Época (1) ,Não,-,2023/01/05 08:00 - 11:00,,,0,7,-7
02670,Contabilidade e Reporte Financeiro (6ects),0313 - CIIBS,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 11:30 - 14:30,,,0,63,-63
00051,Direitos Humanos e Serviço Social,B119 - MSS,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 18:30 - 21:30,,,0,50,-50
L5214,História da Psicologia,9219 - LP,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 08:00 - 11:00,,,0,92,-92
L5410,Objecto e Método da Sociologia,"9240 - LS, 8109 - LS-PL",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/13 18:30 - 21:30,,,0,155,-155
00248,Introdução à Ciência Económica,9081 - LE,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/13 08:00 - 11:00,,,0,95,-95
00553,Métodos de Pesquisa em Ciências Sociais,"B31 - MCP, B66 - MCTRL, B34 - MES, 014 - MEA, 012 - MPP, B30 - MS",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/04 18:30 - 21:30,,,0,150,-150
L6121,Modernidade e Questão Social,"9019 - LCP, 8014 - LSS-PL, 9240 - LS, 8109 - LS-PL",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 15:00 - 18:00,,,0,84,-84
L5103,Teoria da Computação,"9119 - LEI, 9885 - LEI-PL",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 11:30 - 14:30,,,0,135,-135
03963,Seminário em Estudos de Segurança e Defesa (2020),0185 - DHESD,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/27 18:30 - 21:30,,,0,6,-6
00030,Sociologia do Género,0310 - CIESPP,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 15:00 - 18:00,,,0,0,0
L5405,Teoria Política: Clássicos e Modernos,9019 - LCP,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 15:00 - 18:00,,,0,63,-63
03727,Agentes Autónomos,"9119 - LEI, 9885 - LEI-PL",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/09 15:00 - 18:00,,,0,141,-141
03670,Pesquisas Exemplares em Políticas de Administração e Gestão Escolar,0328 - DPAGE,Exame,1.ª Época,Entrega de trabalho,Não,-,2023/01/19 18:30 - 21:30,,,0,16,-16
03583,Introdução à Ciência de Dados,0312 - CIISTA,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/02 11:30 - 14:30,,,0,80,-80
L5071,Poderes: o Económico e o Político,9448 - LA,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 11:30 - 14:30,,,0,39,-39
00120,Bases Biológicas das Emoções,0218 - MCE,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/06 18:30 - 21:30,,,0,41,-41
L5215,Métodos de Investigação Quantitativos,9219 - LP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/13 08:00 - 11:00,,,0,97,-97
M8211,Psicologia Social da Saúde,0311 - CIECSH,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/03 11:30 - 14:30,,,0,44,-44
L0105,Investigação Operacional,9147 - LG,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/02 11:30 - 14:30,,,0,268,-268
01734,Relações Internacionais na Época Contemporânea,082 - DCP,Exame,1.ª Época,Entrega de trabalho - 1.º Semestre (2.º Prazo),Não,-,2023/01/26 18:30 - 21:30,,,0,15,-15
01785,Seminário de Investigação em Contabilidade,B27 - MC,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/11/12 08:00 - 11:00,,,0,31,-31
03289,Mandarim e Cultura Chinesa,CT01 - CT,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/06 08:00 - 11:00,,,0,52,-52
01827,Urbanismo Ecológico,"0312 - CIISTA, 0116 - MEAS",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/10 08:00 - 11:00,,,0,47,-47
02870,Text Mining,B57 - MSIAD,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 18:30 - 21:30,,,0,42,-42
03668,Metodologias de Investigação Aplicadas às Políticas de Administração e Gestão Escolar,0328 - DPAGE,Exame,1.ª Época,Entrega de trabalho - 1.º Semestre,Não,-,2023/01/25 18:30 - 21:30,,,0,13,-13
L5166,Formação do Portugal Moderno,9927 - LHMC,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 11:30 - 14:30,,,0,43,-43
01718,Dinâmicas Sociais da Internet,"B01 - MCCTI, 0277 - GNM",Exame,Época Especial,Época Especial - Trabalho Individual,Não,-,2023/07/13 00:00 - 23:59,,,0,131,-131
03475,Gestão de Operações e Sistema Logístico,B23 - MGSS,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/09 09:30 - 12:30,,Novo,0,45,-45
02130,Sistemas Tecnológicos I,L030 - LGIL,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/17 08:00 - 11:00,,,0,38,-38
L5158,Partidos Políticos e Grupos de Interesse,"9019 - LCP, 0394 - LPES",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 08:00 - 11:00,,,0,51,-51
00076,Estado e Políticas Públicas,"9019 - LCP, 9240 - LS, 8109 - LS-PL",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/11 15:00 - 18:00,,,0,77,-77
M8479,Comunicação,B42 - MGI,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/09/16 18:30 - 20:00,Auditório B1.04,Resolvido,96,44,52
01413,Políticas Públicas de Protecção Social,075 - DSS,Exame,1.ª Época,Entrega de trabalho,Não,-,2023/01/25 18:30 - 21:30,,,0,13,-13
01727,"Culturas Digitais, Fãs e Web 2.0",B01 - MCCTI,Exame,2.ª Época,2.ª Época - Trabalho individual,Não,-,2023/01/26 00:00 - 23:59,,,0,91,-91
00608,Seminário de Projecto de Investigação em Sociologia,B1D - DS,Exame,1.ª Época,Entrega de trabalho final - 1.º Semestre,Não,-,2023/01/23 18:30 - 21:30,,,0,21,-21
L6052,Economia do Turismo,0313 - CIIBS,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 15:00 - 18:00,,,0,45,-45
L5126,Sociologia dos Média,0310 - CIESPP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/05 11:30 - 14:30,,,0,58,-58
L5033,Empreendedorismo,9147 - LG,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/05 11:30 - 14:30,,,0,343,-343
M8470,Análise da Informação Contabilística,B27 - MC,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/12/09 15:00 - 18:00,,,0,1,-1
02300,Pesquisa e Análise de Dados (Emba),BPG013 - DE,Teste,Época Normal,Teste de Avaliação,Não,-,2023/05/26 10:00 - 12:00,,,0,39,-39
M2421,Derivados e Gestão de Risco,B76 - MMF,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/12/13 18:30 - 21:30,,,0,25,-25
