Código,Unidade Curricular,Cursos,Tipo,Época,Nome,Requer inscrição prévia,Período de Inscrição,Data,Salas,Estado de pedido de sala,Capacidade Salas,Nº alunos previsto,Lugares
L0605,Fiscalidade,"8029 - LFC, 9147 - LG",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/06 08:00 - 11:00,,,0,159,-159
03668,Metodologias de Investigação Aplicadas às Políticas de Administração e Gestão Escolar,0328 - DPAGE,Exame,1.ª Época,Entrega de trabalho final,Não,-,2023/06/23 18:30 - 21:30,,,0,13,-13
00124,Desenvolvimento Emocional na Família e na Escola,0311 - CIECSH,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 18:30 - 21:30,,,0,51,-51
00895,Temas Críticos de Recursos Humanos em Hotelaria,027 - MGHT,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/09 11:30 - 14:30,,,0,36,-36
02008,Inovação e Políticas Verdes,"0311 - CIECSH, 0115 - MED",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/16 18:30 - 21:30,,,0,31,-31
03605,Inteligência Artificial Simbólica para Ciência de Dados,"0322 - LCD, 0324 - LCD-PL",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/06 15:00 - 18:00,,,0,79,-79
03607,Modelação Estocástica,"0322 - LCD, 0324 - LCD-PL",Exame,1.ª Época,Exame,Não,-,2022/11/02 18:00 - 21:00,Auditório B1.03,Resolvido,102,78,24
L0235,Microeconomia II,9081 - LE,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/28 11:30 - 14:30,,,0,135,-135
L5321,História e Cultura Portuguesa,0310 - CIESPP,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 11:30 - 13:30,,,0,94,-94
L5131,Sociologia Urbana,0310 - CIESPP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/06 08:00 - 11:00,,,0,54,-54
00788,Metodologias de Investigação em Direito,0239 - MDET,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 18:30 - 21:30,,,0,56,-56
L5058,Gestão de Conflitos e Negociação,9157 - LGRH,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 15:00 - 18:00,,,0,57,-57
03753,Animação e Controlo de Personagens Virtuais,0312 - CIISTA,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/13 11:30 - 14:30,,,0,8,-8
L5036,Avaliação e Reestruturação de Empresas,8029 - LFC,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 15:00 - 18:00,,,0,91,-91
M8683,Gestão do Conhecimento e Cultura Organizacional,"B104 - MEI, 039 - MIG",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 18:30 - 21:30,,,0,58,-58
M8065,Desigualdades Sociais Contemporâneas,"B34 - MES, B119 - MSS, B30 - MS",Exame,1.ª Época,Entrega de Trabalho 1ªÉpoca MES,Não,-,2023/01/06 00:00 - 23:59,,,0,214,-214
00511,Políticas de Educação,079 - MAE,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 18:30 - 21:30,,,0,65,-65
03738,Visualização e Interação Pessoa-Máquina,"9189 - LIGE, 8366 - LIGE-PL",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/10 08:00 - 11:00,,,0,108,-108
M8508,"Futuros, Forwards e Swaps",B24 - MF,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/13 15:00 - 18:00,,,0,57,-57
01734,Relações Internacionais na Época Contemporânea,082 - DCP,Exame,1.ª Época,Entrega de trabalho final - 1.º Semestre,Não,-,2023/01/26 18:30 - 21:30,,,0,15,-15
02315,Crime e Sociedade,B119 - MSS,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 18:30 - 21:30,,,0,49,-49
02073,"Antropologia, Cidadania e Direitos Humanos",0186 - MEInt,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 18:30 - 21:30,,,0,101,-101
03669,Seminário de Projeto em Políticas de Administração e Gestão Escolar,0328 - DPAGE,Exame,1.ª Época,Entrega de trabalho (Turno: 03669S01) - 1º Semestre,Não,-,2023/01/27 18:30 - 21:30,,,0,11,-11
L5164,Cidadania e Cultura Política,9019 - LCP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/05 15:00 - 18:00,,,0,78,-78
01726,"Recepção, Fruição e Públicos da Cultura","B01 - MCCTI, 0177 - MEECult, 0321 - MEGC",Exame,1.ª Época,2.ª Época - Trabalho individual,Não,-,2023/01/24 00:00 - 23:59,,,0,78,-78
03544,Política Internacional e Geopolítica,0344 - MAH,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/11 18:30 - 21:30,,,0,53,-53
01027,Comportamento Organizacional (2º Ciclo),B12 - MPDRH,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 18:30 - 21:30,,,0,36,-36
04285,Gestão Fiscal,0380 - CCG,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/09 09:30 - 12:30,,,0,37,-37
L6102,Classes Sociais e Estratificação,"0394 - LPES, 8014 - LSS-PL, 9240 - LS, 8109 - LS-PL",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 18:30 - 21:30,,,0,152,-152
L6046,Gestão de Activos Financeiros,8029 - LFC,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 15:00 - 18:00,,,0,71,-71
03657,Introdução à Sustentabilidade,CT01 - CT,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 08:00 - 11:00,,,0,79,-79
L5178,A Economia Mundial nos Séculos XIX e XX,9927 - LHMC,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/07 08:00 - 11:00,,,0,64,-64
00222,Economia Financeira,0311 - CIECSH,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/05 11:30 - 14:30,,,0,40,-40
00446,"Serviço Social com Crianças, Jovens e Famílias",8014 - LSS-PL,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 18:30 - 21:30,,,0,58,-58
L5029,Direito das Sociedades Comerciais,8029 - LFC,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/06 08:00 - 11:00,,,0,72,-72
03350,Gestão Estratégica e Internacional de Recursos Humanos,0219 - MGRHCO,Exame,Época Especial,Special Evaluation Season | Época Especial,Não,-,2023/07/13 14:00 - 17:00,,Novo,0,80,-80
02252,Responsabilidade Social e Voluntariado,CT01 - CT,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/02 08:00 - 11:00,,,0,112,-112
M6800,"Estado, Economia e Políticas Públicas",B68 - MEPP,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 18:30 - 21:30,,,0,41,-41
L0119,Estatística I,"8029 - LFC, 9147 - LG",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 11:30 - 14:30,,,0,351,-351
01997,História da Economia Social e Novos Desafios da Economia Solidária,0115 - MED,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 18:30 - 21:30,,,0,28,-28
M2512,Estado e Administração Pública,013 - MAP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/09 18:30 - 21:30,,,0,49,-49
01074,Investimentos II,5563 - DF,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/20 17:30 - 20:30,,,0,3,-3
03629,Análise de Dados Não Estruturados,0325 - MAG,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/13 15:00 - 18:00,,,0,39,-39
L5054,Avaliação de Desempenho,9157 - LGRH,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/06 08:00 - 11:00,,,0,48,-48
03601,"Segurança, Ética e Privacidade","0322 - LCD, 0324 - LCD-PL",Exame,1.ª Época,Exame 1ª época,Não,-,2023/01/12 18:00 - 21:00,Auditório B1.03,Resolvido,102,97,5
04070,Fundamentos da Avaliação de Políticas Públicas,0355 - APP,Exame,1.ª Época,Exame 1ª Época,Não,-,2022/10/24 08:00 - 23:59,,Resolvido,0,29,-29
03617,Marketing em Mercados da Arte,0176 - MMA,Exame,1.ª Época,1ª Época - Exame,Não,-,2023/01/09 18:00 - 20:30,C5.06,Resolvido,35,36,-1
00621,Metodologias de Planeamento e Avaliação de Projectos de Desenvolvimento,0115 - MED,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 18:30 - 21:30,,,0,33,-33
03721,Sistemas de Comunicação Multimédia,B103 - METI,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/03 18:30 - 21:30,,,0,31,-31
03605,Inteligência Artificial Simbólica para Ciência de Dados,"0322 - LCD, 0324 - LCD-PL",Exame,Época Especial,Exame época especial,Não,-,2023/07/10 18:00 - 21:00,,Novo,0,79,-79
M8263,História Oral,"0310 - CIESPP, B008 - MHMC",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 15:00 - 18:00,,,0,47,-47
00895,Temas Críticos de Recursos Humanos em Hotelaria,027 - MGHT,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/12/13 08:00 - 11:00,,,0,36,-36
00488,Laboratório de Elaboração de Projectos em Ciência Política,9019 - LCP,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 15:00 - 18:00,,,0,56,-56
M8479,Comunicação,B42 - MGI,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/09 18:00 - 21:00,,,0,44,-44
03588,Tópicos de Matemática I,"0322 - LCD, 0324 - LCD-PL",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/05 18:00 - 21:00,,,0,129,-129
L0135,Álgebra,"9189 - LIGE, 8366 - LIGE-PL",Exame,Época Especial,Exame - Época Especial,Não,-,2023/07/11 08:00 - 11:00,,,0,207,-207
00051,Direitos Humanos e Serviço Social,B119 - MSS,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/10 18:30 - 21:30,,,0,50,-50
03644,Estados e Mercados na Teoria Económica,0326 - EP,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 18:30 - 21:30,,,0,33,-33
00264,"Ética, Responsabilidade e Sustentabilidade Empresarial",B16 - MGE,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/10/28 08:00 - 11:00,,,0,72,-72
02891,Seminário de Investigação em Gestão de Recursos Humanos e Consultadoria Organizacional,0219 - MGRHCO,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/13 18:30 - 21:30,,,0,63,-63
03618,Fundamentos de Contabilidade e Finanças,0176 - MMA,Exame,2.ª Época,2ª Época - Exame,Não,-,2023/01/23 18:00 - 20:30,C5.07,Resolvido,34,33,1
03956,Seminário de Projecto em Ciência Política e Relações Internacionais,082 - DCP,Exame,1.ª Época,Entrega de trabalho - 2.º Semestre,Não,-,2023/06/05 18:30 - 21:30,,,0,17,-17
L0215,Economia,9156 - LGM,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 08:00 - 11:00,,,0,80,-80
03208,Redes Ópticas,B103 - METI,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/16 18:30 - 21:30,,,0,52,-52
02016,Ambiente e Sociedade,0116 - MEAS,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/21 18:30 - 21:30,,,0,43,-43
L0705,Fundamentos de Arquitectura de Computadores,"9098 - LETI, 9119 - LEI, 9885 - LEI-PL, 9189 - LIGE, 8366 - LIGE-PL",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 08:00 - 11:00,,,0,374,-374
03338,Economia e Políticas Europeias (2018),B68 - MEPP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/11 18:30 - 21:30,,,0,45,-45
M8205,Métodos Avançados de Análise de Dados,"0338 - PMGIDS, 081 - MPRI, B4 - MPSO",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/13 15:00 - 18:00,,,0,144,-144
03436,Construção de Projeto em Antropologia,0288 - DAntFCSH,Exame,1.ª Época,Exame - 1.ª Época (1) ,Não,-,2023/01/09 18:30 - 21:30,,,0,3,-3
L5239,Psicometria,9219 - LP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/11 15:00 - 18:00,,,0,105,-105
03177,Finanças Pessoais I,CT01 - CT,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/12 08:00 - 11:00,,,0,50,-50
03146,Introdução à Economia Monetária e Financeira,"0293 - ERIF, 0311 - CIECSH",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/18 15:00 - 18:00,,,0,29,-29
L5189,Comunicação Integrada em Marketing,9156 - LGM,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/02 11:30 - 14:30,,,0,63,-63
L5067,Problemáticas Centrais da Reflexão Antropológica,9448 - LA,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/09 15:00 - 18:00,,,0,47,-47
